,EXP,REXP,SEXP
220,135,111.053,126
221,68,59.0687,65
222,138,113.367,62
223,139,114.366,63
224,121,95.4323,111
225,124,98.2108,76
226,126,99.7658,45
227,1,0.9379709999999999,1
228,140,114.302,64
229,141,115.296,0
230,141,115.296,0
231,80,59.8183,25
232,141,114.45200000000001,88
233,143,116.45200000000001,90
234,71,60.7371,51
235,73,62.4541,70
236,76,65.453,73
237,145,116.822,136
238,127,98.3553,117
239,79,67.476,57
240,81,69.4755,29
241,2,1.8719400000000002,2
242,3,2.87189,3
243,82,70.3105,79
244,85,73.2878,82
245,5,4.83366,4
246,6,5.8335,5
247,148,118.01899999999999,3
248,149,118.964,4
249,150,119.77,94
250,81,58.9475,56
251,152,121.43799999999999,69
252,153,122.43799999999999,27
253,88,75.3783,64
254,90,77.3773,33
255,91,78.3767,34
256,154,123.411,70
257,92,79.3446,89
258,95,82.3227,34
259,96,83.211,93
260,83,60.7171,35
261,155,124.16799999999999,144
262,158,127.16799999999999,118
263,160,129.129,120
264,99,86.00399999999999,37
265,100,87.0032,38
266,85,62.595,73
267,88,65.5783,5
268,162,129.991,122
269,164,131.991,124
270,101,87.3459,98
271,104,90.3459,37
272,105,91.3455,38
273,106,92.3436,39
274,107,93.2985,64
275,130,98.3201,120
276,166,133.662,155
277,89,65.9326,6
278,169,136.378,128
279,109,94.8899,66
280,172,139.124,130
281,174,141.123,132
282,90,66.7812,76
283,93,69.7618,79
284,176,143.029,164
285,96,72.623,82
286,99,75.6158,36
287,111,96.4506,108
288,100,76.6026,7
289,114,99.4261,41
290,115,100.426,85
291,118,103.425,87
292,179,145.719,136
293,133,100.65100000000001,0
294,181,147.079,170
295,133,100.06,88
296,135,102.06,0
297,185,150.741,1
298,135,102.056,127
299,186,151.654,174
300,140,106.992,86
301,190,155.34799999999998,175
302,142,108.774,51
303,101,76.7943,86
304,120,104.175,89
305,193,157.985,178
306,196,160.687,181
307,143,109.36,131
308,146,112.355,53
309,147,113.29700000000001,135
310,199,163.556,184
311,202,166.27599999999998,187
312,150,116.07700000000001,140
313,154,120.074,141
314,157,123.072,144
315,160,126.064,58
316,104,79.41199999999999,8
317,105,80.4042,89
318,205,169.169,0
319,161,126.23700000000001,148
320,164,129.234,151
321,167,132.202,61
322,168,132.901,62
323,169,133.89700000000002,156
324,205,167.34099999999998,193
325,108,82.3616,93
326,112,86.3536,21
327,172,136.305,51
328,122,104.10600000000001,91
329,174,138.209,160
330,177,141.007,2
331,114,87.5416,10
332,209,168.606,193
333,212,171.484,5
334,124,104.54700000000001,120
335,127,107.434,123
336,213,172.21,156
337,215,174.209,92
338,216,175.209,0
339,216,175.208,93
340,178,139.822,65
341,115,87.2323,74
342,117,89.2276,57
343,179,139.498,164
344,130,108.891,126
345,133,111.89,129
346,217,173.822,200
347,182,142.184,67
348,183,143.18200000000002,53
349,184,143.968,115
350,186,145.959,171
351,189,148.923,70
352,120,91.6321,100
353,123,94.6318,12
354,190,149.879,175
355,124,95.3981,13
356,126,96.8188,15
357,193,151.566,128
358,195,153.55100000000002,73
359,220,174.804,162
360,222,176.488,205
361,127,97.6174,16
362,128,98.588,103
363,202,160.204,51
364,225,179.399,139
365,131,101.565,17
366,132,102.376,18
367,133,103.324,19
368,227,179.09799999999998,210
369,230,182.093,213
370,233,185.08900000000003,171
371,203,159.047,133
372,134,103.057,20
373,135,104.02,106
374,138,107.02,21
375,205,160.735,128
376,235,186.606,218
377,238,189.602,221
378,139,107.995,109
379,241,192.578,177
380,243,194.576,179
381,142,110.96600000000001,22
382,143,111.96,23
383,144,112.946,112
384,245,196.05700000000002,228
385,248,198.766,231
386,207,162.032,189
387,210,165.03,192
388,251,201.745,234
389,254,204.74200000000002,237
390,147,115.459,115
391,136,110.94,132
392,139,113.934,135
393,257,207.627,189
394,259,209.622,191
395,1,0.999395,1
396,261,211.28599999999997,6
397,2,1.9962799999999998,2
398,3,2.9962,3
399,262,212.267,7
400,263,213.261,244
401,266,216.257,247
402,213,167.62599999999998,134
403,4,3.9941699999999996,4
404,5,4.994,5
405,215,169.572,56
406,6,5.990559999999999,6
407,269,218.162,250
408,272,221.15599999999998,253
409,275,224.15200000000002,201
410,277,226.149,203
411,7,6.939089999999999,7
412,8,7.938039999999999,8
413,142,115.902,138
414,145,118.90100000000001,141
415,148,121.884,144
416,151,124.883,147
417,154,127.603,113
418,156,129.60299999999998,152
419,159,132.599,117
420,161,134.594,157
421,9,8.90657,9
422,10,9.90653,10
423,279,226.755,205
424,281,228.74900000000002,207
425,283,230.74400000000003,264
426,286,233.226,267
427,164,137.024,160
428,167,140.024,163
429,11,10.8313,11
430,12,11.8313,12
431,170,142.679,104
432,172,144.678,106
433,289,235.588,213
434,174,146.609,170
435,291,237.484,215
436,216,166.908,137
437,293,237.865,217
438,295,239.822,276
439,150,115.12700000000001,142
440,298,241.74900000000002,128
441,177,147.859,129
442,179,149.858,131
443,301,244.726,280
444,222,171.80700000000002,82
445,304,247.132,283
446,181,151.44799999999998,177
447,184,154.447,69
448,185,155.447,181
449,307,249.644,286
450,155,119.572,121
451,310,252.605,228
452,312,254.59400000000002,230
453,314,256.562,232
454,316,258.562,234
455,223,171.32299999999998,204
456,226,174.32,84
457,318,258.92400000000004,297
458,321,261.916,300
459,227,175.293,216
460,234,182.291,211
461,324,264.907,303
462,327,267.895,306
463,237,185.24599999999998,214
464,240,188.24599999999998,151
465,242,190.234,89
466,243,191.21200000000002,220
467,246,194.202,65
468,188,157.012,184
469,191,160.011,187
470,330,270.33,309
471,247,194.87,66
472,13,12.4513,13
473,248,195.43099999999998,225
474,251,198.38400000000001,228
475,14,13.417,14
476,15,14.392000000000001,15
477,333,271.969,246
478,254,200.91400000000002,162
479,335,273.947,109
480,194,161.894,190
481,197,164.894,193
482,200,167.891,196
483,16,14.9533,16
484,17,15.9532,17
485,256,198.081,164
486,258,200.032,166
487,260,202.02900000000002,96
488,261,203.028,169
489,263,205.025,98
490,203,166.545,199
491,206,169.53799999999998,202
492,336,267.697,249
493,338,269.694,251
494,209,172.30200000000002,74
495,340,271.638,319
496,343,274.615,255
497,345,276.613,257
498,264,205.21599999999998,172
499,210,172.898,77
500,212,174.89700000000002,79
501,266,207.1,74
502,267,208.1,75
503,268,208.743,76
504,269,209.74200000000002,100
505,270,210.74099999999999,101
506,214,176.495,208
507,271,211.645,102
508,272,212.269,255
509,347,276.793,144
510,348,277.79200000000003,0
511,158,116.208,75
512,276,213.873,104
513,277,214.84900000000002,105
514,217,176.56,133
515,219,178.554,158
516,221,180.553,160
517,223,182.546,162
518,225,184.545,164
519,160,117.671,77
520,162,118.485,128
521,227,184.418,221
522,230,187.417,224
523,233,190.33,227
524,236,193.31799999999998,230
525,165,121.243,131
526,348,270.48900000000003,260
527,2,1.9998099999999999,1
528,3,2.9998,2
529,4,3.9900800000000003,1
530,168,123.977,134
531,350,271.809,116
532,351,272.806,263
533,239,195.392,233
534,242,198.158,236
535,5,4.9742,5
536,171,125.91,101
537,278,210.232,254
538,245,199.705,239
539,248,202.704,242
540,281,212.825,186
541,283,214.821,179
542,285,216.81599999999997,72
543,286,217.342,109
544,287,218.322,110
545,288,219.278,111
546,8,7.849080000000001,5
547,289,219.44299999999998,112
548,251,203.928,4
549,290,220.418,193
550,3,2.99012,2
551,252,204.803,245
552,255,207.80200000000002,248
553,258,210.801,251
554,292,221.02200000000002,268
555,295,224.02200000000002,271
556,5,4.95264,4
557,298,226.424,116
558,18,15.7633,18
559,299,227.308,117
560,19,16.7296,19
561,300,227.94099999999997,201
562,173,125.479,139
563,302,229.921,203
564,353,267.131,265
565,355,269.123,267
566,7,6.909330000000001,7
567,304,231.578,120
568,305,232.53099999999998,121
569,10,9.88822,8
570,306,233.47,122
571,12,11.7958,12
572,15,14.755,12
573,20,17.5148,20
574,261,208.69299999999998,254
575,264,211.679,257
576,307,231.954,283
577,310,234.947,210
578,312,236.915,125
579,17,16.6964,14
580,176,126.666,88
581,178,128.433,131
582,19,18.6091,19
583,181,131.403,91
584,313,236.888,126
585,314,237.885,127
586,22,21.5937,4
587,267,213.239,97
588,268,214.236,98
589,23,22.4849,23
590,183,132.08,55
591,184,133.079,0
592,315,236.47099999999998,291
593,318,239.43,206
594,320,241.43,208
595,22,19.1474,22
596,23,20.1368,23
597,322,242.957,298
598,11,10.2925,7
599,357,263.413,336
600,13,12.2864,10
601,24,21.0987,24
602,25,22.0598,25
603,26,25.0786,20
604,333,252.774,134
605,334,253.77200000000002,308
606,360,265.16900000000004,339
607,363,268.14799999999997,342
608,16,15.0911,11
609,28,26.8062,11
610,337,254.607,92
611,338,255.58,321
612,342,259.58,94
613,26,22.7606,26
614,18,17.0092,10
615,269,209.625,262
616,27,23.7191,27
617,272,212.623,265
618,343,259.97900000000004,137
619,275,215.142,5
620,29,27.5857,29
621,184,130.33,0
622,344,258.191,327
623,28,24.4079,28
624,20,18.6205,17
625,23,21.613000000000003,20
626,348,260.582,320
627,184,128.759,57
628,276,212.665,198
629,278,214.665,6
630,29,25.1738,29
631,186,130.53799999999998,93
632,30,25.9815,30
633,31,26.9358,31
634,2,1.9960900000000001,1
635,32,27.8648,32
636,26,24.2446,23
637,29,27.2416,26
638,32,30.2348,29
639,33,28.8525,33
640,279,212.69299999999998,270
641,282,215.69099999999997,273
642,34,29.7829,34
643,285,218.56400000000002,276
644,288,221.43,279
645,351,258.663,226
646,291,223.075,282
647,294,226.07299999999998,182
648,32,29.2156,32
649,35,32.21,14
650,353,258.972,329
651,188,129.483,57
652,189,130.481,26
653,357,262.423,332
654,190,131.403,60
655,296,226.234,211
656,35,32.5495,22
657,298,228.051,289
658,3,2.9184099999999997,3
659,35,30.2013,35
660,37,34.4541,34
661,301,230.671,215
662,5,4.8908,2
663,36,31.018,36
664,37,32.0133,37
665,38,33.013000000000005,38
666,361,263.764,331
667,303,231.291,217
668,364,266.63,90
669,366,254.361,275
670,39,33.8847,39
671,368,256.289,153
672,369,257.289,0
673,369,257.286,154
674,8,7.8084,3
675,365,265.971,335
676,368,268.964,338
677,371,271.431,253
678,374,274.43,93
679,375,275.418,350
680,40,34.5014,40
681,41,35.5012,41
682,370,255.25400000000002,279
683,192,130.09799999999998,87
684,195,133.066,28
685,196,134.054,62
686,42,36.2026,42
687,37,32.8659,36
688,305,228.335,296
689,308,231.334,221
690,310,233.333,301
691,313,236.333,225
692,315,238.331,227
693,43,37.094,43
694,44,38.0939,44
695,379,275.79,199
696,381,277.789,201
697,383,279.76599999999996,203
698,2,1.99996,2
699,9,8.515130000000001,6
700,40,35.3325,39
701,45,38.541,45
702,46,39.4907,46
703,47,40.4893,47
704,385,278.02299999999997,246
705,387,280.022,248
706,48,41.4805,48
707,372,252.455,281
708,389,281.91,357
709,49,42.4623,49
710,50,43.4623,50
711,40,35.6287,37
712,51,44.386,51
713,52,45.386,52
714,392,284.465,360
715,317,234.90900000000002,229
716,319,236.908,118
717,320,237.90599999999998,311
718,323,240.905,234
719,325,242.90400000000002,121
720,326,243.865,7
721,327,244.864,8
722,198,132.691,116
723,200,134.691,118
724,202,136.69,120
725,204,138.689,122
726,206,140.68,124
727,395,285.04900000000004,363
728,398,288.04200000000003,366
729,4,3.92745,2
730,6,5.92727,4
731,374,252.028,283
732,328,244.799,122
733,208,142.114,126
734,43,37.6903,32
735,401,289.88,104
736,402,290.879,259
737,404,292.871,261
738,329,245.32,123
739,330,245.88299999999998,319
740,333,248.88099999999997,322
741,43,37.9018,28
742,45,39.9014,30
743,53,45.5967,53
744,45,39.5071,44
745,336,251.71900000000002,126
746,337,252.718,127
747,54,46.1702,54
748,406,291.871,263
749,47,41.3945,13
750,376,249.782,285
751,378,251.77900000000002,287
752,55,46.9173,55
753,338,250.584,245
754,340,252.58,247
755,211,142.569,30
756,48,41.3883,47
757,8,7.63329,2
758,408,287.965,376
759,10,9.56129,3
760,411,289.20799999999997,379
761,12,10.7718,9
762,15,13.7714,12
763,342,248.89700000000002,249
764,344,250.894,251
765,346,252.842,9
766,347,253.73,131
767,349,255.729,0
768,414,291.563,382
769,212,140.628,128
770,349,254.895,122
771,350,255.894,123
772,417,293.83799999999997,385
773,380,247.217,3
774,11,10.3928,4
775,351,254.00099999999998,256
776,8,4.37943,4
777,3,2.28841,0
778,4,3.28835,1
779,5,4.28754,3
780,8,7.2875,6
781,353,255.24400000000003,0
782,13,12.2039,6
783,15,14.2036,8
784,48,40.243,45
785,51,43.2281,28
786,353,254.554,341
787,357,258.545,345
788,361,262.54400000000004,3
789,362,263.54400000000004,4
790,53,45.1351,34
791,363,264.154,346
792,366,267.153,349
793,369,268.88599999999997,137
794,370,269.879,224
795,372,271.51599999999996,355
796,375,274.51599999999996,358
797,378,277.514,361
798,56,45.2369,56
799,57,46.2368,57
800,18,16.0743,15
801,11,10.0686,6
802,58,46.8336,58
803,59,47.8336,59
804,381,278.17400000000004,142
805,382,279.173,275
806,13,12.0376,4
807,385,279.29400000000004,234
808,387,281.293,278
809,389,283.264,371
810,214,136.571,62
811,60,47.5179,60
812,61,48.5177,61
813,420,280.44599999999997,388
814,423,283.101,391
815,51,40.7065,50
816,392,279.644,374
817,381,233.753,230
818,383,235.732,232
819,385,237.72,234
820,56,45.2413,36
821,58,47.2412,16
822,59,48.2379,55
823,62,48.6485,62
824,63,49.6483,63
825,64,50.58,64
826,54,43.0369,40
827,56,45.0349,42
828,395,280.067,377
829,398,283.065,380
830,401,286.064,138
831,402,285.166,384
832,10,5.99589,5
833,405,287.749,96
834,65,51.1117,65
835,66,52.1116,66
836,67,53.0141,67
837,21,17.8277,13
838,406,287.58,140
839,68,53.8811,68
840,69,54.881,69
841,70,55.881,70
842,407,288.52299999999997,141
843,408,289.502,151
844,62,50.4119,35
845,15,13.0257,12
846,409,288.25,97
847,23,19.6148,20
848,27,23.5841,7
849,64,51.8285,23
850,65,52.8256,24
851,410,288.454,392
852,66,53.7258,62
853,413,290.953,153
854,71,56.0951,71
855,18,15.9058,11
856,69,56.5626,26
857,70,57.4639,66
858,73,60.4634,0
859,414,289.204,297
860,416,291.203,299
861,58,44.9646,1
862,28,24.0086,18
863,59,45.2342,57
864,418,286.915,400
865,421,289.905,403
866,424,292.905,248
867,72,55.169,72
868,73,58.5501,69
869,387,227.765,129
870,76,61.1673,72
871,79,64.1666,75
872,17,13.9756,12
873,11,6.639239999999999,8
874,13,8.63921,2
875,426,292.57599999999996,149
876,30,25.3088,20
877,429,295.02,158
878,215,126.536,131
879,217,128.535,64
880,430,293.184,410
881,433,296.183,413
882,21,17.6092,15
883,82,65.8143,78
884,218,128.011,69
885,436,297.825,416
886,439,300.824,419
887,85,68.5004,81
888,442,301.07599999999996,423
889,88,71.0263,84
890,20,16.5542,13
891,91,73.8608,87
892,446,304.48400000000004,425
893,24,20.3195,18
894,62,46.4023,24
895,449,307.284,108
896,94,76.6717,28
897,388,221.765,366
898,392,225.762,369
899,96,78.3256,64
900,98,80.3256,27
901,27,23.1496,21
902,30,25.9032,17
903,99,80.3981,66
904,65,48.6096,3
905,32,27.8227,26
906,101,82.3588,96
907,395,226.166,8
908,396,227.162,9
909,104,85.2036,32
910,105,86.2035,67
911,426,255.798,394
912,397,227.86599999999999,297
913,399,229.86,299
914,455,308.04200000000003,111
915,456,309.041,435
916,107,88.1733,0
917,459,312.03,11
918,460,312.539,438
919,463,315.515,283
920,465,317.414,12
921,466,316.962,13
922,108,88.3846,72
923,110,90.3846,30
924,111,91.3437,106
925,35,30.1651,29
926,39,34.1577,23
927,467,313.617,443
928,115,93.8654,108
929,118,96.8625,111
930,429,253.57299999999998,397
931,121,99.4041,42
932,125,103.38799999999999,38
933,470,314.993,171
934,41,35.7158,25
935,43,37.7152,9
936,221,125.119,179
937,44,38.6367,27
938,46,40.55,18
939,126,103.91,41
940,128,105.883,43
941,129,106.848,118
942,471,313.10900000000004,288
943,132,109.13,45
944,48,42.2228,30
945,473,315.05,449
946,476,318.036,334
947,478,320.029,175
948,50,44.1367,42
949,53,47.1352,20
950,225,127.95700000000001,138
951,32,24.8674,28
952,133,109.831,122
953,14,8.86243,7
954,479,319.923,455
955,482,322.91900000000004,339
956,484,324.918,297
957,486,326.916,179
958,487,327.915,120
959,488,328.909,301
960,54,47.8933,46
961,136,112.381,125
962,35,27.7471,16
963,57,50.7797,49
964,139,115.10600000000001,47
965,490,329.533,181
966,491,330.51300000000003,467
967,494,333.51099999999997,470
968,497,336.505,124
969,498,337.24300000000005,309
970,500,338.92,126
971,501,338.93,350
972,503,340.925,479
973,506,343.92,167
974,507,344.92,128
975,60,53.3684,52
976,141,116.304,129
977,63,56.3489,55
978,37,29.482,33
979,144,119.25,134
980,148,123.242,135
981,151,126.234,51
982,401,222.644,376
983,508,345.431,187
984,509,346.425,188
985,66,47.0176,61
986,510,346.971,14
987,15,9.731869999999999,11
988,404,225.342,168
989,405,226.342,0
990,405,226.33900000000003,169
991,227,128.226,181
992,230,131.225,184
993,511,347.135,372
994,514,350.134,375
995,406,226.93599999999998,305
996,408,228.93599999999998,307
997,66,59.0335,58
998,69,62.0331,61
999,72,64.875,64
1000,75,67.8749,67
1001,410,230.237,309
1002,412,232.233,311
1003,517,351.781,490
1004,520,354.78,493
1005,523,357.78,365
1006,525,359.779,367
1007,78,70.7041,51
1008,80,72.7039,23
1009,81,73.7038,54
1010,152,126.061,99
1011,154,128.06,101
1012,156,130.053,146
1013,160,134.05200000000002,150
1014,42,34.091,15
1015,44,36.0909,17
1016,46,38.0909,17
1017,527,360.842,131
1018,528,361.84,132
1019,22,16.9345,19
1020,25,19.9344,22
1021,529,362.10900000000004,502
1022,532,365.108,330
1023,28,22.9188,10
1024,30,24.9187,12
1025,534,366.634,332
1026,536,368.63300000000004,334
1027,538,370.01800000000003,374
1028,540,372.017,376
1029,83,74.9648,19
1030,84,75.9647,20
1031,542,373.74300000000005,515
1032,545,376.74199999999996,518
1033,85,76.4126,77
1034,88,79.4124,80
1035,414,231.63099999999997,139
1036,415,232.628,140
1037,164,134.944,54
1038,166,136.94299999999998,56
1039,91,81.5901,56
1040,93,83.5899,24
1041,94,84.5882,59
1042,96,86.5881,26
1043,97,87.5686,89
1044,100,90.5685,92
1045,548,373.782,179
1046,103,93.0571,95
1047,106,96.057,98
1048,233,130.705,187
1049,549,371.31,139
1050,109,98.1223,101
1051,112,101.12200000000001,64
1052,114,103.12200000000001,106
1053,117,106.11,109
1054,120,109.11,112
1055,550,371.374,383
1056,552,373.37300000000005,385
1057,554,375.223,527
1058,557,378.222,530
1059,560,380.81300000000005,533
1060,563,383.81300000000005,536
1061,416,229.157,174
1062,417,230.15400000000002,175
1063,123,111.506,115
1064,126,114.505,118
1065,129,117.212,121
1066,132,120.212,124
1067,566,385.12800000000004,539
1068,569,388.12699999999995,542
1069,73,48.2018,0
1070,418,230.359,141
1071,76,51.1994,3
1072,419,231.357,142
1073,79,54.196000000000005,4
1074,81,56.1866,6
1075,572,389.661,399
1076,574,391.66,146
1077,575,392.66,548
1078,578,395.656,551
1079,581,398.656,554
1080,168,134.601,151
1081,171,137.6,154
1082,83,57.8897,10
1083,86,60.8891,13
1084,174,140.55100000000002,113
1085,176,142.55,115
1086,89,63.7504,16
1087,92,66.7503,19
1088,584,399.789,557
1089,587,402.788,560
1090,135,121.478,127
1091,138,124.478,130
1092,141,127.478,42
1093,142,128.157,43
1094,143,129.157,44
1095,144,130.144,136
1096,147,133.144,139
1097,178,143.563,161
1098,181,146.563,164
1099,184,149.547,46
1100,185,150.547,47
1101,150,136.058,51
1102,151,137.05700000000002,52
1103,590,404.37,411
1104,592,406.37,413
1105,95,69.3066,89
1106,98,72.3066,92
1107,69,46.9891,64
1108,72,49.9887,67
1109,152,137.697,144
1110,186,150.174,121
1111,188,152.174,123
1112,101,74.816,85
1113,103,76.8149,87
1114,594,405.083,567
1115,597,408.082,570
1116,600,410.52,154
1117,601,411.519,155
1118,236,129.657,0
1119,236,129.657,0
1120,190,153.446,173
1121,602,410.855,575
1122,608,416.849,217
1123,155,138.602,147
1124,158,141.599,150
1125,196,158.796,66
1126,164,147.237,156
1127,170,153.01,53
1128,420,226.227,143
1129,421,227.225,144
1130,612,411.785,583
1131,618,417.765,589
1132,422,225.84,145
1133,423,226.82299999999998,146
1134,172,151.485,164
1135,624,423.404,433
1136,628,426.885,599
1137,634,432.087,605
1138,424,227.145,399
1139,640,436.952,166
1140,430,232.355,178
1141,432,234.355,180
1142,178,154.062,170
1143,184,159.705,177
1144,188,163.666,179
1145,75,50.2373,53
1146,641,428.86800000000005,612
1147,105,74.3697,28
1148,647,434.652,618
1149,650,437.651,621
1150,653,440.648,624
1151,194,168.083,62
1152,432,226.852,282
1153,198,151.489,68
1154,196,166.893,66
1155,197,167.868,2
1156,198,168.141,67
1157,200,150.82399999999998,118
1158,202,152.82399999999998,64
1159,434,228.706,237
1160,437,231.68599999999998,240
1161,246,130.726,33
1162,206,155.541,66
1163,207,156.54,122
1164,111,77.7895,34
1165,212,161.224,140
1166,199,166.761,68
1167,200,167.76,190
1168,206,173.445,125
1169,659,431.426,630
1170,440,232.21200000000002,331
1171,442,234.21,333
1172,665,437.337,461
1173,669,441.335,640
1174,675,447.279,646
1175,681,453.23900000000003,652
1176,687,459.19199999999995,658
1177,693,464.034,664
1178,699,469.62800000000004,485
1179,703,473.62699999999995,255
1180,117,82.9296,30
1181,705,474.48800000000006,676
1182,208,172.968,138
1183,210,172.49599999999998,200
1184,213,175.081,203
1185,216,178.08,132
1186,444,231.123,182
1187,711,468.434,682
1188,717,474.212,688
1189,247,127.714,148
1190,445,230.77900000000002,336
1191,447,232.74,154
1192,448,233.421,184
1193,449,234.385,185
1194,720,474.704,691
1195,450,235.33599999999998,341
1196,216,157.779,144
1197,121,83.9733,34
1198,218,176.91299999999998,208
1199,452,237.003,343
1200,726,479.72,697
1201,729,482.006,700
1202,732,485.005,703
1203,123,85.7349,46
1204,221,177.985,75
1205,222,178.984,212
1206,735,484.11,706
1207,738,487.11,709
1208,454,236.49400000000003,345
1209,456,238.49400000000003,158
1210,457,239.422,348
1211,459,241.418,0
1212,132,93.4476,33
1213,459,241.033,194
1214,225,180.645,138
1215,227,182.172,217
1216,741,484.662,712
1217,220,158.15,72
1218,47,31.1998,30
1219,134,94.3156,35
1220,744,484.86400000000003,715
1221,747,487.76099999999997,199
1222,230,178.489,142
1223,232,180.19299999999998,222
1224,748,476.50699999999995,19
1225,221,153.548,203
1226,49,32.1741,40
1227,461,234.96900000000002,351
1228,750,476.135,248
1229,751,474.69300000000004,520
1230,753,476.69300000000004,522
1231,755,478.689,724
1232,758,481.68800000000005,727
1233,761,484.43300000000005,730
1234,764,487.43199999999996,733
1235,463,235.477,192
1236,235,179.56799999999998,146
1237,224,153.29,206
1238,249,121.756,82
1239,237,180.053,148
1240,227,155.986,209
1241,767,483.249,276
1242,771,487.223,257
1243,251,123.416,34
1244,239,180.949,158
