buggy_RA,ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.826,4.765527,5.513429
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.828946,4.774001,5.517453
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.411646,5.046318,2.995732
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.4161,5.052724,3.044522
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.420535,5.059076,3.091042
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.42495,5.065401,3.135494
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.429346,5.071686,3.178054
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.433722,5.077939,3.218876
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.438079,5.08414,3.258097
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.442418,5.090309,3.295837
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,6.605298,5.667022,4.094345
clean,0.693147,3.89182,0,0,0,0,0,0,0,0,0,4.584967,4.340913,3.78419
clean,0.693147,1.791759,0,0,0,0,0,0,0,0,0,4.59512,4.353837,2.197225
clean,0.693147,1.791759,0,0,0,0,0,0,0,0,0,4.60517,4.36658,2.302585
clean,0.693147,3.89182,0,0,0,0,0,0,0,0,0,4.615121,4.379188,3.806662
clean,0.693147,1.098612,1.098612,0.349632,0.341081,0.034056,5.382199,1,1.098612,3.892387,0.009195,7.276556,6.536161,7.065613
clean,0.693147,1.098612,1.098612,0.33872,0.352002,0.036617,5.372961,1,0.693147,4.510663,0.006969,7.277248,6.537601,7.066467
clean,0.693147,1.609438,0,0,0,0,0,0,0,0,0,6.60665,5.670284,0
clean,0.693147,2.302585,0,0,0,0,0,0,0,0,0,5.446737,5.095552,3.332205
clean,0.693147,2.302585,0,0,0,0,0,0,0,0,0,5.451038,5.101651,3.367296
clean,1.609438,2.70805,0,0,0,0,0,0,0,0,0,5.831882,4.781331,5.762051
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.455321,5.107381,3.401197
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.459586,5.113408,3.433987
clean,0.693147,1.94591,0,0,0,0,0,0,0,0,0,5.834811,4.789548,1.94591
clean,0.693147,2.70805,0,0,0,0,0,0,0,0,0,5.83773,4.797822,2.079442
clean,0.693147,0.693147,0.693147,0,0.02353,0,3.7612,0,1.098612,5.496566,0.04652,2.484907,2.29757,2.484907
clean,0.693147,0.693147,0.693147,0,0,0.693147,3.7612,0,1.098612,5.495794,0.068993,2.564949,2.393336,2.564949
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.840642,4.805454,5.525453
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.843544,4.813427,3.828641
clean,0,0,0,0,0,0,0,0,0,0,0,5.129899,4.226767,0
clean,0.693147,3.951244,0,0,0,0,0,0,0,0,0,5.846439,4.821337,2.484907
clean,0.693147,3.951244,0,0,0,0,0,0,0,0,0,5.849325,4.829353,2.564949
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.852202,4.837305,2.197225
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.855072,4.845202,2.639057
clean,1.609438,3.828641,0,0,0,0,0,0,0,0,0,5.857933,4.85271,5.78996
clean,0.693147,0.693147,0.693147,0,0,0.693147,4.744932,0,1.098612,2.14394,0.025975,5.860786,4.860184,2.397895
clean,0.693147,0.693147,0.693147,0,0.362483,0.177455,4.644391,0,0.693147,4.257073,0.009662,5.863631,4.867904,5.533389
buggy,1.098612,3.688879,1.94591,0.244858,1.359475,0.829918,3.426628,0,1.098612,1.886821,0.027605,5.866468,4.875548,3.295837
clean,0.693147,0.693147,0.693147,0,0,0.693147,3.78419,0,1.386294,0.690017,0.067441,2.639057,2.478612,2.639057
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.869297,4.882484,3.871201
clean,0.693147,0.693147,0.693147,0,0,0.693147,4.584967,0,1.098612,0.372425,0.04041,5.872118,4.890026,2.564949
clean,0.693147,0.693147,0.693147,0,0.003503,0.003503,5.655992,0,1.098612,0.439158,0.017392,6.486161,5.932476,0
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,6.608001,5.670198,4.110874
clean,0.693147,2.70805,0,0,0,0,0,0,0,0,0,4.624973,4.385317,3.828641
clean,0.693147,2.70805,0,0,0,0,0,0,0,0,0,4.634729,4.397697,3.850148
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,4.644391,4.409926,3.871201
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,4.65396,4.422008,3.89182
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,6.487684,5.933653,6.045005
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,6.489205,5.936295,6.047372
clean,0.693147,1.098612,0,0,0,0,0,0,0,0,0,5.874931,4.894431,2.833213
clean,1.609438,2.772589,0,0,0,0,0,0,0,0,0,5.877736,4.901795,5.814131
clean,1.098612,3.828641,0,0,0,0,0,0,0,0,0,4.663439,4.430995,4.290459
clean,1.098612,3.828641,0,0,0,0,0,0,0,0,0,4.672829,4.442804,4.317488
buggy,1.386294,2.833213,1.609438,0.655945,1.019964,0.916415,3.764865,0,0.693147,1.115909,0.01179,5.880533,4.908935,4.394449
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,7.278629,6.533532,4.007333
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.192957,4.793697,3.091042
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.198497,4.801945,3.637586
buggy,0.693147,2.772589,3.332205,0.373035,0.034656,0.032975,5.460496,1,2.890372,4.538058,0.066525,7.279319,6.534711,7.068172
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.883322,4.9151,2.890372
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.886104,4.922409,3.931826
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.888878,4.929628,3.951244
clean,0.693147,1.386294,0,0,0,0,0,0,0,0,0,5.891644,4.936824,5.541264
buggy,0.693147,2.70805,3.332205,0.359115,0.041404,0.040095,5.503069,1,2.772589,4.880656,0.058983,7.280008,6.536028,7.069023
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.433722,4.495085,2.079442
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.438079,4.506153,1.386294
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.442418,4.517128,2.197225
clean,0.693147,1.098612,1.098612,0.283697,0.019391,0.039758,5.881929,1,2.079442,0.519916,0.047791,6.09131,5.053822,5.802118
clean,0.693147,1.098612,1.098612,0.311058,0.043544,0.068529,5.887492,1,2.079442,2.003135,0.046204,6.09357,5.060181,5.805135
clean,0.693147,2.639057,3.295837,0.356529,0.041593,0.03957,5.4734,1,2.772589,4.920258,0.061911,7.280697,6.536312,7.069874
clean,0.693147,1.098612,0,0,0,0,0,0,0,0,0,7.281386,6.537459,4.663439
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.446737,4.527223,1.609438
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.894403,4.941185,5.545177
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.897154,4.948263,3.970292
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.899897,4.955334,3.988984
clean,0.693147,2.564949,0,0,0,0,0,0,0,0,0,5.905362,4.969244,2.995732
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.908083,4.976058,4.025352
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.910797,4.982935,4.043051
clean,0.693147,1.098612,1.098612,0.402142,0.026043,0.018301,5.249652,0,1.791759,2.090091,0.0464,5.913503,4.989752,5.55296
clean,0.693147,0.693147,0.693147,0,0.003167,0.000793,7.140453,1,1.94591,4.665164,0.038122,7.282074,6.537493,7.070724
clean,0.693147,1.098612,0,0,0,0,0,0,0,0,0,5.916202,4.996415,3.044522
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.135798,4.233934,3.258097
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.141664,4.248315,3.295837
buggy,1.94591,4.521789,4.025352,0.344287,0.166942,0.101548,4.792371,0,2.944439,4.088375,0.093134,7.282761,6.538373,7.298445
clean,0.693147,1.098612,1.098612,0.693147,0.263815,0,3.314186,0,1.386294,2.139117,0.05506,5.918894,5.002617,5.556828
clean,0.693147,1.098612,1.098612,0.693147,0.056353,0.056353,3.569533,0,1.609438,0.00059,0.056353,5.921578,5.009314,5.560682
clean,1.609438,1.609438,0,0,0,0,0,0,0,0,0,5.924256,5.014966,4.143135
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.926926,5.021575,4.060443
clean,0.693147,1.609438,0.693147,0,3.970292,0,0,0,0,0,0,5.929589,5.028148,5.56452
clean,1.386294,2.564949,2.397895,0.261204,0,2.197225,4.258799,0,0.693147,5.339891,0.008568,5.932245,5.034658,5.568345
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.934894,5.041139,4.077537
clean,0.693147,1.609438,1.098612,0.457032,0,1.791759,4.018183,0,1.098612,5.321355,0.070701,5.937536,5.047584,5.572154
clean,0.693147,0.693147,0.693147,0,0.019048,0.019048,3.970292,0,0.693147,0.028029,0.019048,5.940171,5.053963,5.575949
clean,0.693147,0.693147,0.693147,0,0.109199,0,3.970292,0,0.693147,0.001099,0.03774,5.942799,5.060327,5.57973
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.945421,5.064833,4.094345
clean,0.693147,3.951244,0,0,0,0,0,0,0,0,0,5.948035,5.071097,3.135494
clean,0.693147,0.693147,0.693147,0,0.012987,0.035317,5.726848,0,0.693147,1.783936,0.009756,5.950643,5.077253,2.772589
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.953243,5.083148,4.110874
clean,2.079442,4.859812,0,0,0,0,0,0,0,0,0,5.955837,5.089329,5.981414
clean,1.098612,1.386294,0.693147,0,0,1.386296,5.08965,0,1.386294,2.812398,0.060138,5.958425,5.095271,5.796058
clean,0.693147,0.693147,0.693147,0,0.574286,0.257045,4.077537,0,0.693147,1.183915,0.050431,5.961005,5.099988,5.590987
clean,0.693147,1.386294,1.386294,0.458275,0.070781,0.097273,4.853981,0,1.94591,1.610122,0.073219,5.963579,5.106055,5.594711
clean,0.693147,2.397895,0,0,0,0,0,0,0,0,0,5.966147,5.110939,5.598422
clean,1.609438,1.791759,0,0,0,0,0,0,0,0,0,5.968708,5.116945,4.718499
clean,0.693147,1.609438,0,0,0,0,0,0,0,0,0,5.971262,5.122922,3.218876
clean,0.693147,1.098612,0.693147,0,4.736198,0,0,0,0,0,0,5.97381,5.128786,2.944439
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.976351,5.134686,2.564949
clean,0.693147,0.693147,0.693147,0,0.011364,0.005698,5.860786,0,0.693147,2.058143,0.008535,5.978886,5.140493,2.995732
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.981414,5.146314,4.174387
buggy,0.693147,0.693147,1.609438,0.210981,0.207306,0.320878,5.795298,0,1.386294,2.15854,0.007599,5.983936,5.152008,3.044522
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.986452,5.15775,4.189655
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.988961,5.163482,4.204693
clean,1.386294,1.94591,1.791759,0.195056,0.092825,0.408872,4.772378,0,0.693147,1.610537,0.011875,5.991465,5.167736,4.094345
clean,0.693147,0.693147,1.098612,0.257455,0.035606,0.008493,5.461711,0,0.693147,0.377469,0.012712,5.993961,5.173344,3.135494
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.996452,5.178751,4.219508
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.998937,5.184224,4.234107
clean,0.693147,1.609438,0,0,0,0,0,0,0,0,0,6.001415,5.189573,2.70805
clean,1.098612,1.386294,1.386294,0.358395,0.137134,0.066996,5.07361,0,1.386294,1.744622,0.01252,0.693147,0.566058,0
clean,0,0,0,0,0,0,0,0,0,0,0,1.098612,1.015694,0
clean,0.693147,0.693147,0.693147,0,0.380464,0.12189,4.007333,1,1.098612,5.63455,0.054067,7.283448,6.531682,7.072422
clean,0,0,0,0,0,0,0,0,0,0,0,6.006353,5.198856,0
clean,0,0,0,0,0,0,0,0,0,0,0,6.008813,5.204364,0
buggy,0,0,0,0,0,0,0,0,0,0,0,6.011267,5.209841,0
clean,1.94591,4.110874,0,0,0,0,0,0,0,0,0,6.013715,5.215273,6.056784
clean,2.079442,4.828314,0,0,0,0,0,0,0,0,0,6.016157,5.219804,6.047372
clean,1.098612,3.555348,3.332205,0.486042,0,1.524444,3.621727,0,2.564949,5.15328,0.117008,6.018593,5.225123,1.609438
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,6.021023,5.230488,1.94591
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,6.023448,5.235825,2.079442
clean,0.693147,1.386294,0,0,0,0,0,0,0,0,0,6.025866,5.241128,2.197225
clean,1.386294,3.78419,0,0,0,0,0,0,0,0,0,6.028279,5.246392,4.51086
clean,1.386294,3.258097,2.995732,0,0,0,4.541876,0,1.386294,2.728532,0.008465,6.030685,5.25164,4.574711
clean,0.693147,2.772589,3.555348,0.417091,0.046933,0.024146,5.771809,0,2.890372,4.056753,0.054792,3.610918,3.384888,3.258097
clean,0,0,0,0,0,0,0,0,0,0,0,3.637586,3.418189,0
clean,0.693147,1.791759,0,0,0,0,0,0,0,0,0,6.033086,5.256776,5.609472
clean,1.098612,2.772589,0,0,0,0,0,0,0,0,0,6.035481,5.261933,5.627621
clean,1.098612,3.044522,0,0,0,0,0,0,0,0,0,3.663562,3.450302,3.367296
clean,0.693147,0.693147,0.693147,0,0.09953,0.011561,4.465908,0,0.693147,1.546477,0.045462,6.037871,5.26708,5.616771
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,6.042633,5.276506,3.258097
clean,0.693147,2.197225,2.397895,0.594541,0,1.098612,3.065725,0,1.386294,5.674566,0.028918,6.045005,5.281568,3.295837
clean,0,0,0,0,0,0,0,0,0,0,0,6.047372,5.286634,0
clean,0,0,0,0,0,0,0,0,0,0,0,6.049733,5.291675,0
clean,0,0,0,0,0,0,0,0,0,0,0,6.052089,5.296691,0
clean,0.693147,0.693147,1.386294,0.47201,0.008345,0.418417,4.790263,0,0.693147,0.011782,0.005571,3.713572,3.51044,3.367296
clean,0.693147,0.693147,0.693147,0,0.017596,0.029157,5.135798,0,2.079442,0.017883,0.163406,3.73767,3.539875,3.401197
clean,0.693147,0.693147,1.609438,0.249221,0.056441,0.047253,5.453182,0,2.079442,4.518672,0.091392,3.7612,3.568462,3.433987
clean,0.693147,1.098612,1.386294,0.333537,0.029632,0.009975,6.278521,0,2.302585,0.03401,0.026586,3.78419,3.596249,3.465736
clean,0.693147,1.609438,1.609438,0.248062,0.015076,0.008284,6.539947,0,2.833213,0.043419,0.101701,3.806662,3.623284,3.496508
clean,0.693147,0.693147,1.098612,0.376621,0.030583,0.013878,5.777652,0,2.484907,0.04623,0.149704,3.828641,3.649621,3.526361
clean,0.693147,0.693147,0.693147,0,0.025374,0.026462,6.79794,0,2.079442,0.04836,0.12286,3.850148,3.675285,3.555348
clean,0.693147,0.693147,0.693147,0,0.010227,0.004396,6.52503,0,2.197225,0.13586,0.103155,3.871201,3.700086,3.583519
clean,0.693147,2.302585,0,0,0,0,0,0,0,0,0,6.054439,5.300924,5.624018
clean,0.693147,2.833213,2.079442,0,0,0,3.401197,0,2.197225,4.805806,0.247476,6.056784,5.305879,5.627621
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.198497,4.61696,3.555348
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,6.059123,5.310715,4.317488
clean,0.693147,1.94591,2.397895,0.443499,7.611348,0,0,0,0,0,0,1.386294,1.320915,0
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,6.061457,5.31545,3.332205
clean,0.693147,1.609438,0,0,0,0,0,0,0,0,0,7.284135,6.528886,4.682131
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,7.284821,6.530337,4.691348
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,6.063785,5.318615,4.330733
clean,0.693147,2.890372,0,0,0,0,0,0,0,0,0,6.068426,5.328279,3.401197
clean,1.098612,1.791759,0,0,0,0,0,0,0,0,0,6.073045,5.337913,5.736572
clean,1.609438,4.204693,0,0,0,0,0,0,0,0,0,6.075346,5.34265,4.204693
clean,0.693147,1.791759,2.484907,0,0,0,4.542408,0,0.693147,1.143104,0.001955,6.077642,5.347417,1.098612
clean,0.693147,2.890372,0,0,0,0,0,0,0,0,0,6.079933,5.352161,3.496508
clean,0,0,0,0,0,0,0,0,0,0,0,6.082219,5.356874,0
clean,0.693147,1.098612,0,0,0,0,0,0,0,0,0,6.084499,5.361574,1.386294
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,6.086775,5.366252,1.94591
clean,0.693147,1.791759,2.397895,0.693147,0.012285,0.012285,4.405499,0,2.079442,0.065764,0.03283,6.089045,5.370903,5.638355
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,6.09131,5.375278,4.343805
clean,0.693147,1.609438,0,0,0,0,0,0,0,0,0,6.09357,5.379893,3.526361
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,6.095825,5.38449,4.356709
clean,1.609438,1.94591,0,0,0,0,0,0,0,0,0,6.098074,5.389067,5.993961
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,6.100319,5.393614,3.433987
clean,1.098612,1.791759,0,0,0,0,0,0,0,0,0,6.102559,5.398136,4.744932
clean,1.098612,1.386294,1.098612,0.453075,0,1.098612,4.094345,0,1.94591,0.212709,0.057629,6.104793,5.402587,4.718499
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,6.107023,5.40684,2.197225
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,6.109248,5.411293,4.406719
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,6.111467,5.415745,4.418841
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,6.113682,5.420115,4.430817
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,6.115892,5.424426,4.442651
clean,0.693147,0.693147,0.693147,0,0.177983,0.062914,5.043425,1,1.94591,0.400802,0.075035,6.118097,5.428762,3.496508
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,6.120297,5.433119,3.526361
clean,0.693147,1.386294,1.386294,0.62127,0.001231,0.000923,6.988109,0,2.197225,0.408116,0.020418,6.122493,5.437479,3.555348
clean,0.693147,1.386294,1.386294,0.154557,0.040951,0.0096,5.339138,1,2.397895,5.237372,0.062326,4.682131,4.427219,3.951244
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,4.70048,4.450811,2.079442
buggy,0.693147,0.693147,0.693147,0,0.001329,0.000665,7.316548,1,2.197225,0.252675,0.031416,7.285507,6.53042,4.406719
clean,0.693147,0.693147,0.693147,0,0.568693,0,3.871201,0,1.609438,0.606091,0.101096,7.286192,6.531833,7.07327
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,6.124683,5.440828,5.645447
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,6.126869,5.445146,5.648974
clean,0.693147,3.465736,0,0,0,0,0,0,0,0,0,6.12905,5.448641,5.652489
clean,0,0,0,0,0,0,0,0,0,0,0,6.131226,5.452921,0
buggy,1.098612,2.944439,3.178054,0.499639,0.0157,0.011239,5.732496,0,2.70805,0.893628,0.033346,6.133398,5.457114,5.771441
clean,0.693147,0.693147,0.693147,0,0.257511,0.246642,4.969813,1,1.791759,1.05395,0.093401,7.286876,6.531762,4.418841
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,6.135565,5.459943,4.454347
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,6.137727,5.464137,4.465908
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,6.139885,5.468364,4.477337
clean,1.098612,1.386294,0,0,0,0,0,0,0,0,0,1.609438,1.550429,1.098612
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,1.791759,1.742804,1.098612
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,1.94591,1.904086,1.386294
clean,0,0,0,0,0,0,0,0,0,0,0,2.079442,2.042942,0
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,2.197225,2.164845,0.693147
clean,0.693147,1.098612,1.098612,0.106168,0.084307,0.080043,4.691348,1,2.197225,1.314463,0.092782,7.287561,6.531992,7.074117
clean,1.098612,3.135494,0,0,0,0,0,0,0,0,0,5.204007,4.783994,4.143135
clean,0.693147,1.098612,0,0,0,0,0,0,0,0,0,6.142037,5.471035,1.609438
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,6.144186,5.475228,4.488636
clean,0.693147,0.693147,0.693147,0,0.057158,0.028988,4.919981,0,2.079442,1.390827,0.104625,6.146329,5.479321,5.659482
clean,0.693147,0.693147,0.693147,0,0.021202,0,4.94876,0,2.079442,0.003282,0.108214,6.148468,5.483477,5.66296
clean,0,0,0,0,0,0,0,0,0,0,0,6.150603,5.487524,0
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,6.152733,5.49162,1.791759
clean,0,0,0,0,0,0,0,0,0,0,0,3.912023,3.736743,0
clean,1.386294,2.944439,0,0,0,0,0,0,0,0,0,5.209486,4.790421,4.276666
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,6.154858,5.493909,5.666427
clean,0.693147,0.693147,0.693147,0,0,0.136576,4.820282,0,1.098612,1.607316,0.070618,6.156979,5.498012,5.669881
clean,0.693147,0.693147,0.693147,0,0.036368,0.009217,4.691348,0,1.098612,1.612479,0.045257,6.159095,5.502046,5.673323
clean,0.693147,0.693147,0.693147,0,0.001732,0.010345,6.359574,0,2.197225,1.612553,0.062153,6.161207,5.506116,5.676754
clean,0.693147,0.693147,0.693147,0,0.058841,0.058841,3.526361,0,1.386294,1.618964,0.141079,6.163315,5.510105,5.680173
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,6.165418,5.514142,5.68358
clean,0.693147,0.693147,0.693147,0,0.120144,0,4.553877,0,0.693147,1.953674,0.051825,6.167516,5.518159,5.686975
clean,0.693147,0.693147,1.609438,0.603074,0.0447,0.011364,3.801091,0,1.386294,1.619707,0.028171,6.169611,5.522161,5.690359
clean,0.693147,1.098612,0.693147,0,0.007042,0.054997,4.959342,0,2.302585,1.624955,0.226671,6.171701,5.526094,5.693732
clean,0.693147,0.693147,0.693147,0,0.015444,0.015444,5.55296,0,1.94591,1.629078,0.056726,6.173786,5.530024,5.697093
clean,0.693147,0.693147,0.693147,0,0,0.035298,5.123964,0,2.079442,1.629117,0.107753,6.175867,5.533982,5.700444
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,6.177944,5.537909,4.49981
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,6.180017,5.541836,4.51086
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,6.182085,5.54572,4.521789
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,6.184149,5.549391,2.302585
clean,0.693147,0.693147,1.386294,0.478338,0.151667,0.101383,4.907738,0,2.079442,1.65894,0.036545,6.186209,5.553227,5.703782
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,6.188264,5.556693,4.532599
clean,0.693147,2.079442,1.791759,0.468051,0.028052,0.039632,4.902092,0,2.397895,1.775056,0.079138,3.931826,3.758296,3.637586
clean,1.386294,2.197225,2.397895,0.34441,0.08821,0.070962,4.46207,0,2.484907,1.727969,0.077465,3.951244,3.78134,3.78419
clean,0.693147,3.401197,3.713572,0.649704,7.399398,0,0,0,0,0,0,6.190315,5.559385,0
