buggy_RA,ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp
buggy,0.693147,1.098612,1.386294,0.21505,0.113329,0.046318,5.420535,0,1.098612,3.413429,0.00738,4.521789,4.459521,4.219508
buggy,0.693147,0.693147,1.098612,0.309878,0.048949,0.013289,6.108136,1,1.098612,1.946403,0.012189,4.532599,4.46111,4.234107
buggy,1.098612,1.098612,0.693147,0,0.11856,0.054435,4.283587,1,0.693147,3.553896,0.054435,4.543295,4.470231,4.406719
clean,0.693147,0.693147,0.693147,0,0.00787,0.011223,6.787845,0,0.693147,2.771213,0.004505,4.553877,4.481185,4.26268
buggy,0.693147,0.693147,0.693147,0,0.017452,0.010508,5.652489,1,0.693147,3.693461,0.013986,4.564348,4.492405,4.276666
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,4.574711,4.503516,2.564949
buggy,0.693147,0.693147,1.098612,0.285404,0.023291,0.004409,5.830415,0,1.098612,2.017881,0.007337,4.584967,4.514461,4.290459
buggy,0.693147,0.693147,0.693147,0,0.002215,0,6.113682,0,1.098612,1.941371,0.021931,4.59512,4.5253,4.304065
buggy,0.693147,0.693147,1.098612,0.355673,0.026226,0.005579,5.881929,1,0.693147,2.910447,0.019391,4.60517,4.533869,4.317488
clean,1.098612,1.098612,0,0,0,0,0,0,0,0,0,4.615121,4.54425,4.418841
clean,1.098612,1.098612,0.693147,0,0.00452,0.009019,6.09244,1,1.098612,2.17047,0.02461,4.624973,4.552809,4.49981
buggy,0.693147,2.079442,2.772589,0.300442,0.120292,0.006932,5.442418,1,1.098612,2.726001,0.010381,4.634729,4.563246,4.356709
buggy,0.693147,1.098612,0.693147,0,0.082836,0.04879,6.089045,1,0.693147,2.892614,0.018019,4.644391,4.573463,4.369448
clean,0.693147,1.386294,1.94591,0.360467,0.037862,0.015479,5.31812,0,1.098612,2.719906,0.019513,4.65396,4.583443,4.382027
buggy,0.693147,0.693147,1.94591,0.285097,0.083864,0.017938,4.714025,0,0.693147,3.422724,0.011994,4.663439,4.593443,4.394449
buggy,0.693147,1.386294,1.386294,0.248506,0.049341,0.010704,5.738989,1,1.098612,2.604547,0.011768,4.672829,4.591574,4.406719
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,4.682131,4.601651,2.70805
clean,0.693147,1.098612,1.098612,0.457032,0.008163,0.008163,5.214936,0,1.098612,1.821292,0.016261,4.691348,4.611151,4.418841
clean,0.693147,0.693147,0.693147,0,0.002073,0.002073,6.180017,0,0.693147,2.993049,0.014418,4.70048,4.620935,4.430817
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,4.70953,4.630711,2.772589
buggy,1.098612,1.098612,0.693147,0,6.390241,0,0,0,0,0,0,0.693147,0.664392,0.693147
clean,0.693147,0.693147,1.386294,0.598513,0.162859,0.05782,5.283204,0,1.098612,1.385219,0.016864,4.718499,4.638092,4.442651
buggy,1.098612,1.609438,1.609438,0.100395,0.080468,0.033971,5.671259,0,0.693147,3.454204,0.008601,4.727388,4.647693,4.59512
clean,0.693147,0.693147,0.693147,0,0.00453,0.006787,6.782192,1,1.098612,2.082398,0.013529,4.736198,4.655122,4.465908
clean,0.693147,0.693147,0.693147,0,0.029072,0.017544,5.828946,1,1.098612,0.624694,0.023325,4.744932,4.664552,4.477337
buggy,0.693147,1.098612,1.098612,0.322744,0.171472,0.024868,4.941642,1,0.693147,3.912815,0.017826,4.75359,4.673828,4.488636
clean,0.693147,0.693147,0.693147,0,0.080043,0.154151,4.110874,1,0.693147,3.914434,0.04879,4.762174,4.683112,4.49981
clean,0.693147,1.098612,2.079442,0.567249,0.044927,0.111686,4.193974,0,0.693147,3.788116,0.013044,4.770685,4.692109,4.51086
clean,0.693147,0.693147,0.693147,0,2.944439,0,0,0,0,0,0,4.779123,4.701226,4.521789
buggy,0.693147,0.693147,0.693147,0,0.02472,0.066031,6.779922,1,1.098612,0.146302,0.014681,4.787492,4.710251,4.532599
buggy,0.693147,0.693147,0.693147,0,0.02752,0.013304,6.799056,1,0.693147,2.098695,0.009995,4.795791,4.71907,4.543295
clean,0.693147,0.693147,0.693147,0,0.001493,0.001493,7.200425,1,1.098612,3.089723,0.006699,4.804021,4.727874,4.553877
clean,0.693147,0.693147,1.098612,0.245397,0.006926,0.002603,6.356975,0,1.098612,1.413744,0.009512,4.812184,4.734557,4.564348
clean,0.693147,0.693147,0.693147,0,0.00127,0.00127,6.669498,0,1.098612,3.165779,0.007595,4.820282,4.741055,4.574711
buggy,0.693147,0.693147,0.693147,0,0.007109,0.001188,6.73578,0,1.098612,1.037846,0.01651,4.828314,4.749747,4.584967
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,4.836282,4.758312,2.772589
buggy,0.693147,1.609438,2.079442,0.444805,0.013732,0.003562,5.772332,0,1.098612,2.613901,0.012411,4.844187,4.766804,4.59512
clean,0,0,0,0,0,0,0,0,0,0,0,4.85203,4.77525,0
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,4.859812,4.783643,2.833213
clean,0,0,0,0,0,0,0,0,0,0,0,4.867534,4.791965,0
clean,1.098612,1.098612,0,0,0,0,0,0,0,0,0,4.875197,4.800178,4.682131
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,4.882802,4.80588,2.890372
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,4.890349,4.814028,2.944439
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,4.89784,4.822111,2.995732
clean,0.693147,0.693147,0.693147,0,0.847298,0.154151,2.944439,0,0.693147,1.75254,0.054067,4.905275,4.825406,4.615121
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,4.912655,4.833309,3.044522
clean,1.098612,1.098612,0.693147,0,0.005464,0.005464,5.212215,1,0.693147,1.414563,0.084039,4.919981,4.84078,4.812184
buggy,0.693147,0.693147,1.098612,0.424842,0.038256,0.040933,5.886104,0,1.098612,2.760491,0.019311,4.927254,4.841522,4.634729
clean,0.693147,0.693147,0.693147,0,0.006079,0.004057,6.200509,0,1.098612,0.172892,0.02608,4.934474,4.848908,4.644391
clean,0.693147,1.386294,1.386294,0.262017,0.011236,0.011236,5.46806,1,0.693147,2.103711,0.018195,4.941642,4.856645,4.65396
clean,1.098612,1.098612,0,0,0,0,0,0,0,0,0,4.94876,4.864391,3.465736
clean,1.386294,1.94591,1.94591,0.310701,0.126276,0.0885,4.385147,0,1.098612,2.480371,0.057217,4.955827,4.872063,4.934474
clean,0,0,0,0,0,0,0,0,0,0,0,4.962845,4.879691,0
clean,1.098612,1.098612,1.098612,0.100505,0.055742,0.121316,5.348692,1,1.098612,2.436408,0.030579,4.969813,4.880223,4.875197
buggy,1.386294,1.609438,2.564949,0.214619,0.11085,0.059603,5.921005,0,1.098612,3.219787,0.007147,4.976734,4.887729,4.990433
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,4.983607,4.89485,2.833213
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,4.990433,4.900508,2.890372
clean,1.098612,1.098612,0,0,0,0,0,0,0,0,0,4.997212,4.907901,3.526361
clean,1.098612,1.098612,0,0,0,0,0,0,0,0,0,5.003946,4.912515,4.787492
clean,0.693147,0.693147,0.693147,0,0.027588,0,4.969813,0,0.693147,3.641945,0.020762,5.010635,4.919477,4.70048
buggy,0.693147,1.098612,1.791759,0.373447,0.023615,0.001038,5.955837,1,1.098612,3.252357,0.015976,5.01728,4.926746,4.70953
clean,1.098612,1.098612,1.098612,0.048825,0.273679,0.221579,6.319568,1,1.098612,2.133737,0.016105,5.023881,4.932039,4.85203
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.030438,4.939175,3.295837
buggy,1.386294,2.564949,3.912023,0.376248,0.087249,0.06433,5.62889,0,1.386294,3.356517,0.006162,5.036953,4.934049,5.056246
clean,1.098612,1.386294,1.098612,0.166521,0.006359,0.000911,6.309313,0,1.098612,0.011496,0.025196,5.043425,4.941192,4.955827
clean,1.098612,1.098612,0,0,0,0,0,0,0,0,0,5.049856,4.948306,4.969813
buggy,1.098612,1.386294,1.791759,0.2083,0.060043,0.014015,6.316563,1,1.098612,1.7595,0.010082,5.056246,4.955214,4.983607
buggy,1.098612,1.098612,1.386294,0.355151,0.008389,0.005347,6.078215,0,1.098612,3.193053,0.017461,5.062595,4.962229,4.997212
buggy,1.098612,1.098612,0.693147,0,0.224312,0.181346,5.147494,1,0.693147,0.087875,0.056833,5.068904,4.969181,5.010635
clean,0.693147,0.693147,0.693147,0,0.00639,0.00639,5.746203,0,0.693147,3.909616,0.019048,5.075174,4.976044,4.779123
buggy,0.693147,1.386294,1.386294,0.39429,0.054067,0.019166,6.282267,1,1.098612,1.015908,0.013023,5.081404,4.982723,4.787492
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.087596,4.989548,3.526361
buggy,1.098612,1.098612,1.609438,0.401622,0.024478,0.01186,5.610936,1,1.098612,2.922764,0.025373,5.09375,4.996313,5.043425
clean,1.098612,1.098612,1.098612,0.373577,0.113881,0.025949,5.781771,0,1.098612,0.190639,0.031958,5.099866,5.003047,5.056246
buggy,1.098612,1.609438,1.386294,0.335875,0.023638,0.004913,6.162894,0,1.098612,3.22483,0.020197,5.105945,5.007885,5.068904
clean,1.098612,1.098612,0.693147,0,0.114002,0.093593,4.894101,1,0.693147,3.558458,0.029742,5.111988,5.013744,5.081404
buggy,1.098612,1.098612,0.693147,0,0.004193,0.0014,6.572283,1,1.098612,0.736676,0.018044,5.117994,5.018478,5.09375
buggy,1.098612,1.609438,2.302585,0.27255,0.05895,0.02668,6.186003,1,1.386294,2.494609,0.010712,5.123964,5.015351,5.105945
buggy,1.098612,1.098612,1.386294,0.414095,0.035491,0.012868,6.194405,0,1.098612,1.927317,0.018907,5.129899,5.021865,5.117994
clean,0.693147,0.693147,0.693147,0,0.018319,0.011696,6.390241,1,1.098612,1.979172,0.003356,1.098612,1.035594,1.098612
clean,1.098612,1.098612,0.693147,0,0.039846,0.034624,6.605298,1,1.098612,0.234724,0.020121,5.135798,5.027886,5.129899
buggy,1.098612,1.791759,2.639057,0.450397,7.492203,0,0,0,0,0,0,5.141664,5.034111,5.141664
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.147494,5.039145,3.78419
buggy,1.098612,1.098612,0.693147,0,0.057708,0.041218,6.003887,1,1.098612,0.741837,0.045957,5.153292,5.04532,5.159055
buggy,0.693147,0.693147,1.098612,0.363772,0.023982,0.023982,5.736572,0,0.693147,0.985272,0.001617,5.159055,5.049362,4.875197
buggy,1.098612,1.386294,1.098612,0.14735,0.111744,0.166391,4.9151,0,0.693147,4.043949,0.025533,5.164786,5.055583,5.17615
buggy,1.098612,1.098612,1.098612,0.66189,0.139762,0.109199,3.791736,1,0.693147,3.096451,0.088293,5.170484,5.061804,5.187386
buggy,1.098612,1.098612,0.693147,0,0.103318,0.052993,4.310799,1,0.693147,2.706496,0.052993,5.17615,5.068042,5.198497
buggy,1.098612,1.386294,2.564949,0.273532,0.046462,0.00661,6.246405,0,1.098612,1.975782,0.007414,5.181784,5.074236,5.209486
buggy,0.693147,1.098612,1.098612,0.237953,0.102529,0.022873,5.27556,0,0.693147,0.628325,0.020357,5.187386,5.078618,4.912655
clean,1.386294,1.791759,1.386294,0.522238,0.014508,0.000664,6.220192,0,1.098612,1.50998,0.018429,5.192957,5.084716,5.31812
buggy,1.098612,1.098612,1.098612,0.492603,0.041808,0.084557,5.864577,0,1.098612,1.600383,0.032208,5.198497,5.088596,5.236442
clean,0.693147,0.693147,0.693147,0,0.000642,0.000642,7.351158,0,1.098612,0.694007,0.011494,5.204007,5.094578,4.934474
buggy,0.693147,1.609438,2.564949,0.382086,0.029775,0.018029,5.652489,0,1.098612,2.713694,0.013986,5.209486,5.100689,4.941642
clean,0.693147,0.693147,0.693147,0,0.003571,0.012445,6.327937,0,1.098612,0.746242,0.02299,5.214936,5.106503,4.94876
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.220356,5.112536,3.951244
buggy,1.098612,1.386294,1.098612,0.14735,0.028224,0.005709,5.572154,1,0.693147,1.295048,0.026367,5.225747,5.118515,5.267858
clean,1.098612,1.098612,0,0,0,0,0,0,0,0,0,5.231109,5.117497,5.278115
clean,1.098612,1.098612,1.386294,0.28112,0.117644,0.114086,5.813384,0,1.098612,3.403641,0.017818,5.236442,5.123279,5.288267
clean,1.098612,1.098612,0.693147,0,0.039671,0.004251,6.153796,1,0.693147,1.768847,0.018988,5.241747,5.129188,5.298317
clean,1.098612,1.098612,0.693147,0,0.074977,0.035846,6.021023,1,1.098612,1.606935,0.049832,5.247024,5.132829,5.308268
buggy,1.098612,1.098612,1.386294,0.149474,1.486105,0,3.51898,0,0.693147,3.355481,0.010127,5.252273,5.138653,5.31812
buggy,0.693147,0.693147,0.693147,0,0.02778,0.018605,6.056784,1,0.693147,1.598858,0.02778,5.257495,5.144367,4.997212
buggy,1.098612,1.098612,0.693147,0,0.200671,0.021142,6.150603,1,0.693147,2.215895,0.029476,5.26269,5.149986,5.332719
clean,1.098612,1.098612,0.693147,0,0.004756,0.002381,6.041444,1,1.098612,0.176304,0.051114,5.267858,5.155688,5.342334
buggy,1.098612,1.94591,1.791759,0.25805,0.298045,0.15534,4.976734,0,1.098612,1.907539,0.013793,5.273,5.161415,5.351858
buggy,1.386294,1.94591,1.791759,0.160026,0.161783,0.043835,5.112849,0,0.693147,3.094101,0.025114,5.278115,5.164923,5.446737
clean,0.693147,0.693147,0.693147,0,0.00097,0.00097,6.938284,1,0.693147,0.667045,0.014458,5.283204,5.170615,5.030438
buggy,1.098612,1.791759,2.772589,0.441395,7.84659,0,0,0,0,0,0,5.288267,5.176263,5.375278
buggy,1.386294,1.94591,1.791759,0.160026,0.040164,0.148939,5.201647,0,0.693147,0.065482,0.024075,5.293305,5.18175,5.472271
buggy,1.386294,2.079442,2.397895,0.218954,0.035804,0.008291,6.099011,0,1.098612,0.783596,0.015407,5.298317,5.187168,5.484797
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.303305,5.192585,4.189655
buggy,1.386294,2.302585,3.871201,0.491747,8.879194,0,0,0,0,0,0,5.308268,5.198099,5.501258
buggy,1.098612,1.386294,1.791759,0.22845,2.949439,0.108214,2.442347,0,0.693147,0.219998,0.018868,5.313206,5.203347,5.4161
buggy,1.098612,1.609438,2.197225,0.247597,0.01782,0.016698,6.084499,1,1.386294,1.779199,0.01894,5.31812,5.207314,5.42495
buggy,0.693147,1.098612,1.386294,0.507753,0.010695,0.005362,5.231109,0,0.693147,3.349465,0.031749,5.32301,5.210633,5.075174
buggy,1.609438,2.079442,2.197225,0.205881,0.18876,0.016682,6.102214,0,1.098612,2.683553,0.015855,5.327876,5.216017,5.605802
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.332719,5.221172,3.218876
clean,0,0,0,0,0,0,0,0,0,0,0,5.337538,5.226338,0
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.342334,5.231691,4.26268
clean,0,0,0,0,0,0,0,0,0,0,0,5.347108,5.23699,0
clean,1.386294,1.386294,0,0,0,0,0,0,0,0,0,5.351858,5.242255,5.501258
buggy,1.098612,1.098612,0.693147,0,0.003906,0,6.238325,0,0.693147,1.397321,0.036507,5.356586,5.24063,5.459586
buggy,1.098612,1.098612,0.693147,0,0.028988,0,4.919981,0,0.693147,2.54914,0.064079,5.361292,5.245892,5.46806
clean,1.386294,1.609438,1.098612,0.270727,0.022141,0.014815,4.905275,1,0.693147,2.095712,0.007435,5.365976,5.241244,5.575949
clean,1.609438,2.197225,1.609438,0.459532,0.016663,0.005585,5.190426,0,0.693147,2.333946,0.033053,5.370638,5.246519,5.63479
clean,0,0,0,0,0,0,0,0,0,0,0,5.375278,5.251765,0
clean,1.098612,1.098612,0,0,0,0,0,0,0,0,0,5.379897,5.256985,5.198497
clean,1.098612,1.609438,1.386294,0.556449,0.110224,0,4.697749,0,1.098612,2.665108,0.076711,5.384495,5.26211,5.497168
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.389072,5.267276,4.356709
buggy,1.098612,1.386294,1.791759,0.223558,0.096536,0.071264,4.765834,0,0.693147,2.896519,0.00343,5.393628,5.272415,5.509388
buggy,1.386294,1.609438,1.098612,0.5987,6.329721,0,0,0,0,0,0,5.398163,5.277492,5.620401
